词语	词性	词频	一元概率
劳资	n	1	0.000007
牢牢	d	1	0.000007
老板	n	1	0.000007
老家	n	1	0.000007
老龄	b	1	0.000007
老龄化	vn	1	0.000007
老弱病残	n	1	0.000007
乐宁进修	nr	1	0.000007
乐山	ns	1	0.000007
乐园	n	1	0.000007
累进	vn	1	0.000007
类似	a	1	0.000007
冷库	n	1	0.000007
厘米	q	1	0.000007
离岸	vn	1	0.000007
离境	vi	1	0.000007
离散	vn	1	0.000007
离休	vn	1	0.000007
理货员	n	1	0.000007
理解	v	1	0.000007
理事长	n	1	0.000007
理事会	n	1	0.000007
理想	n	1	0.000007
理性	n	1	0.000007
里程	n	1	0.000007
礼宾	n	1	0.000007
礼品	n	1	0.000007
励志	nr2	1	0.000007
历时	vi	1	0.000007
利害	n	1	0.000007
利民	nr2	1	0.000007
立法	vi	1	0.000007
立即	d	1	0.000007
立交	b	1	0.000007
立稚慧	nr	1	0.000007
立足点	n	1	0.000007
力不从心	vl	1	0.000007
力气	n	1	0.000007
力求	v	1	0.000007
力作	n	1	0.000007
联结	v	1	0.000007
联结	vn	1	0.000007
联络	vn	1	0.000007
联网	vd	1	0.000007
联席会议	nl	1	0.000007
联行	vn	1	0.000007
联运	vn	1	0.000007
莲花	n	1	0.000007
连通	v	1	0.000007
连续性	n	1	0.000007
炼焦	vn	1	0.000007
两地	n	1	0.000007
两端	f	1	0.000007
两者	rzv	1	0.000007
量化	vn	1	0.000007
亮点	n	1	0.000007
谅解	vn	1	0.000007
燎原	vn	1	0.000007
了解	vn	1	0.000007
列表	vi	1	0.000007
列车	n	1	0.000007
列宁	nrf	1	0.000007
列席	v	1	0.000007
林带	n	1	0.000007
林网	n	1	0.000007
林荫道	n	1	0.000007
临近	v	1	0.000007
临终	vi	1	0.000007
零部件	n	1	0.000007
零星	a	1	0.000007
灵活	ad	1	0.000007
灵活性	n	1	0.000007
领导	vn	1	0.000007
领导班子	n	1	0.000007
领导人	n	1	0.000007
领会	v	1	0.000007
领款	vi	1	0.000007
领袖	n	1	0.000007
刘少奇	nr	1	0.000007
刘云耕	nr	1	0.000007
流动	v	1	0.000007
流动	vd	1	0.000007
流动性	n	1	0.000007
六十	m	1	0.000007
六中全会	n	1	0.000007
龙吴路	nr	1	0.000007
隆君	nr2	1	0.000007
垄断	vn	1	0.000007
楼板	n	1	0.000007
漏洞	n	1	0.000007
路径	n	1	0.000007
路口	n	1	0.000007
路面	n	1	0.000007
路由器	n	1	0.000007
录像带	n	1	0.000007
录音带	n	1	0.000007
录音机	n	1	0.000007
陆家	nr	1	0.000007
陆新民	nr	1	0.000007
陆续	d	1	0.000007
旅游	vi	1	0.000007
旅游点	n	1	0.000007
旅游局	nt	1	0.000007
旅游业	n	1	0.000007
屡屡	d	1	0.000007
律师费	n	1	0.000007
绿肥	n	1	0.000007
绿化	v	1	0.000007
绿荫	n	1	0.000007
轮渡	n	1	0.000007
轮换	vn	1	0.000007
轮椅	n	1	0.000007
伦敦	nsf	1	0.000007
论证	v	1	0.000007
落到实处	nl	1	0.000007
落幕	vi	1	0.000007
马克思	nrf	1	0.000007
马上	d	1	0.000007
马戏	n	1	0.000007
买卖	v	1	0.000007
迈出	v	1	0.000007
迈向	v	1	0.000007
蔓延	vi	1	0.000007
漫游	vn	1	0.000007
盲人	n	1	0.000007
忙碌	a	1	0.000007
毛泽东	nr	1	0.000007
贸易额	n	1	0.000007
贸易区	n	1	0.000007
梅亭	nrf	1	0.000007
霉烂	vi	1	0.000007
没法	v	1	0.000007
每次	r	1	0.000007
每个	r	1	0.000007
美德	n	1	0.000007
美丽	a	1	0.000007
美术馆	n	1	0.000007
门内	nrf	1	0.000007
门诊部	n	1	0.000007
萌芽	vn	1	0.000007
蒙自	ns	1	0.000007
梦想	n	1	0.000007
秘书	n	1	0.000007
密集型	b	1	0.000007
密切	v	1	0.000007
棉花	n	1	0.000007
免费	vn	1	0.000007
免征	v	1	0.000007
面包房	n	1	0.000007
面貌	n	1	0.000007
苗头	n	1	0.000007
描述	v	1	0.000007
民办小学	n	1	0.000007
民防	n	1	0.000007
民机	n	1	0.000007
民警	n	1	0.000007
民事	b	1	0.000007
民俗	n	1	0.000007
民心	n	1	0.000007
民意	n	1	0.000007
民智	n	1	0.000007
民主党派	n	1	0.000007
明亮	a	1	0.000007
明年	t	1	0.000007
名城	n	1	0.000007
名单	n	1	0.000007
名家	n	1	0.000007
名流	n	1	0.000007
模糊	a	1	0.000007
模块	n	1	0.000007
模型	n	1	0.000007
摩托车	n	1	0.000007
谋划	vn	1	0.000007
母亲	n	1	0.000007
牧业	n	1	0.000007
拿下	v	1	0.000007
哪个	ry	1	0.000007
纳米	n	1	0.000007
纳米	q	1	0.000007
乃至	c	1	0.000007
耐心	ad	1	0.000007
南丹	ns	1	0.000007
南街	ns	1	0.000007
南邻	nr2	1	0.000007
南浦	ns	1	0.000007
南市	ns	1	0.000007
男性	n	1	0.000007
难道	d	1	0.000007
难以为继	vl	1	0.000007
内涵式	b	1	0.000007
内勤	n	1	0.000007
内燃机	n	1	0.000007
内设	b	1	0.000007
内销	v	1	0.000007
内衣	n	1	0.000007
年间	n	1	0.000007
年龄段	n	1	0.000007
年终	t	1	0.000007
凝聚	v	1	0.000007
凝神	vd	1	0.000007
宁静	an	1	0.000007
牛年	t	1	0.000007
浓度	n	1	0.000007
农保	nr	1	0.000007
农户	n	1	0.000007
农机	n	1	0.000007
农历	n	1	0.000007
农林牧渔	n	1	0.000007
农行	n	1	0.000007
女性	n	1	0.000007
女子	n	1	0.000007
挪用	v	1	0.000007
排列	v	1	0.000007
牌子	n	1	0.000007
派出所	n	1	0.000007
派员	v	1	0.000007
攀升	v	1	0.000007
潘耀明	nr	1	0.000007
盘点	vn	1	0.000007
判定	v	1	0.000007
庞大	a	1	0.000007
培训部	n	1	0.000007
培养	vn	1	0.000007
陪同	v	1	0.000007
配电	v	1	0.000007
配方	n	1	0.000007
配股	v	1	0.000007
配合	vd	1	0.000007
配件	n	1	0.000007
喷涂	vn	1	0.000007
蓬勃	ad	1	0.000007
蓬莱	ns	1	0.000007
批发商	n	1	0.000007
批发业	n	1	0.000007
批示	n	1	0.000007
批示	v	1	0.000007
批准	vn	1	0.000007
毗邻	vi	1	0.000007
偏差	n	1	0.000007
偏离	v	1	0.000007
拼搏	vi	1	0.000007
频谱	n	1	0.000007
贫困生	n	1	0.000007
品位	n	1	0.000007
品种	n	1	0.000007
平安	a	1	0.000007
平安	ad	1	0.000007
平等	ad	1	0.000007
平凡	a	1	0.000007
平行	vn	1	0.000007
平阳路	nr	1	0.000007
凭据	n	1	0.000007
评分	vi	1	0.000007
评级	vn	1	0.000007
评议	vn	1	0.000007
破损	vi	1	0.000007
迫切	a	1	0.000007
扑面而来	vl	1	0.000007
普陀	ns	1	0.000007
普陀区	ns	1	0.000007
浦北	ns	1	0.000007
浦江	nr	1	0.000007
浦明路	nr	1	0.000007
浦西	ns	1	0.000007
期刊	n	1	0.000007
期望	vn	1	0.000007
欺骗	v	1	0.000007
其间	f	1	0.000007
齐备	a	1	0.000007
起降	vi	1	0.000007
起始	n	1	0.000007
起始	v	1	0.000007
起始	vn	1	0.000007
企业家	n	1	0.000007
启运	vi	1	0.000007
器具	n	1	0.000007
气候	n	1	0.000007
气派	a	1	0.000007
气球	n	1	0.000007
牵头	vn	1	0.000007
牵引	v	1	0.000007
千家万户	nl	1	0.000007
千千万万	al	1	0.000007
千兆进	nr	1	0.000007
迁移	vn	1	0.000007
签定	v	1	0.000007
签证	n	1	0.000007
签字	vi	1	0.000007
前进	vi	1	0.000007
前景	n	1	0.000007
前来	vi	1	0.000007
前厅	s	1	0.000007
前行	v	1	0.000007
前沿	s	1	0.000007
潜在	b	1	0.000007
强烈	a	1	0.000007
强有力	bl	1	0.000007
强制性	n	1	0.000007
抢救	vn	1	0.000007
侨办	n	1	0.000007
切割	v	1	0.000007
切入口	n	1	0.000007
且金山	nr	1	0.000007
亲属	n	1	0.000007
亲自	d	1	0.000007
勤俭	ad	1	0.000007
禽流感	n	1	0.000007
青岛	ns	1	0.000007
青年人	n	1	0.000007
青少年	n	1	0.000007
青松	n	1	0.000007
轻重缓急	nl	1	0.000007
清查	vn	1	0.000007
清澈	a	1	0.000007
清除	v	1	0.000007
清楚	a	1	0.000007
清费	v	1	0.000007
清算	v	1	0.000007
清醒	a	1	0.000007
情绪	n	1	0.000007
请教	v	1	0.000007
庆典	n	1	0.000007
球场	n	1	0.000007
球道	n	1	0.000007
求进	v	1	0.000007
趋于	v	1	0.000007
区分	v	1	0.000007
区内	n	1	0.000007
区普工	nr	1	0.000007
驱动	v	1	0.000007
驱动力	n	1	0.000007
取代	v	1	0.000007
取向	n	1	0.000007
取信于民	nl	1	0.000007
权属	n	1	0.000007
权威	a	1	0.000007
权责	n	1	0.000007
全额	n	1	0.000007
全国人大	nt	1	0.000007
全国性	n	1	0.000007
全国政协	nt	1	0.000007
全过程	n	1	0.000007
全局性	n	1	0.000007
全天候	d	1	0.000007
劝说	vn	1	0.000007
缺少	v	1	0.000007
确实	ad	1	0.000007
然而	c	1	0.000007
然后	c	1	0.000007
燃煤	v	1	0.000007
扰乱	v	1	0.000007
热力	n	1	0.000007
热量	n	1	0.000007
热情	an	1	0.000007
人工	n	1	0.000007
人化	v	1	0.000007
人机	n	1	0.000007
人脸	n	1	0.000007
人们	n	1	0.000007
人民公社	nl	1	0.000007
人民路	ns	1	0.000007
人民日报	nz	1	0.000007
人民团体	nl	1	0.000007
人人皆知	vl	1	0.000007
人为	b	1	0.000007
人文	n	1	0.000007
人行道	n	1	0.000007
人影	n	1	0.000007
任何人	r	1	0.000007
任意	d	1	0.000007
认识	v	1	0.000007
日渐	d	1	0.000007
日趋	d	1	0.000007
日托	n	1	0.000007
融洽	a	1	0.000007
融洽	v	1	0.000007
融入	v	1	0.000007
容积	n	1	0.000007
容量	n	1	0.000007
容纳	v	1	0.000007
柔和	a	1	0.000007
如龙	nr2	1	0.000007
如期	d	1	0.000007
如上	v	1	0.000007
如实	d	1	0.000007
入股	vi	1	0.000007
入库	vn	1	0.000007
入网	v	1	0.000007
入选	v	1	0.000007
入选	vn	1	0.000007
入学	vi	1	0.000007
入住	vn	1	0.000007
软环境	n	1	0.000007
瑞金	ns	1	0.000007
瑞士	nsf	1	0.000007
润迅	nr	1	0.000007
赛场	n	1	0.000007
三二一	m	1	0.000007
三分	t	1	0.000007
三角洲	n	1	0.000007
三林	nr	1	0.000007
三林路	nr	1	0.000007
三十	m	1	0.000007
三位一体	nl	1	0.000007
三中全会	n	1	0.000007
三资	b	1	0.000007
桑拿	n	1	0.000007
桑拿浴	n	1	0.000007
丧偶	vi	1	0.000007
扫描	v	1	0.000007
森林	n	1	0.000007
沙镇川	nr	1	0.000007
沙棣	nr2	1	0.000007
晒台	n	1	0.000007
山路	n	1	0.000007
山南	ns	1	0.000007
山西路	ns	1	0.000007
山庄	n	1	0.000007
删除	v	1	0.000007
赡养	v	1	0.000007
善于	v	1	0.000007
商店	n	1	0.000007
商铺	n	1	0.000007
商榷	vi	1	0.000007
商讨	v	1	0.000007
商学院	n	1	0.000007
商用	vn	1	0.000007
上层	f	1	0.000007
上当	vi	1	0.000007
上浮	v	1	0.000007
上岗	vi	1	0.000007
上海交大	n	1	0.000007
上海三菱电梯	nt	1	0.000007
上家	n	1	0.000007
上缴	vn	1	0.000007
上面	f	1	0.000007
上网	v	1	0.000007
上下	m	1	0.000007
上下齐心	vl	1	0.000007
上下游	f	1	0.000007
上游	f	1	0.000007
烧碱	n	1	0.000007
少儿	n	1	0.000007
少扣	nr2	1	0.000007
少年	n	1	0.000007
少年宫	n	1	0.000007
少年之家	n	1	0.000007
少女	n	1	0.000007
少于	v	1	0.000007
奢侈浪费	vl	1	0.000007
摄制	v	1	0.000007
社会关系	nl	1	0.000007
社会化	vd	1	0.000007
社会科学	nl	1	0.000007
社会效益	n	1	0.000007
社科院	n	1	0.000007
设定	v	1	0.000007
设立	vn	1	0.000007
申康	nr	1	0.000007
申领	nr	1	0.000007
申请表	n	1	0.000007
申请人	n	1	0.000007
深化	vn	1	0.000007
深刻	a	1	0.000007
深入	v	1	0.000007
深受	v	1	0.000007
深远	a	1	0.000007
神州	n	1	0.000007
沈骏	nr	1	0.000007
沈晓明	nr	1	0.000007
审定	v	1	0.000007
审议	vn	1	0.000007
甚至	d	1	0.000007
渗水	vi	1	0.000007
声明	n	1	0.000007
声声	q	1	0.000007
声音	n	1	0.000007
声誉	n	1	0.000007
生产经营性	n	1	0.000007
生产型	b	1	0.000007
生存	vn	1	0.000007
生辉	v	1	0.000007
生平	n	1	0.000007
生鲜	a	1	0.000007
生效	vi	1	0.000007
生源	n	1	0.000007
升级换代	vl	1	0.000007
升温	vi	1	0.000007
剩余	v	1	0.000007
胜任	v	1	0.000007
圣彼得堡	nsf	1	0.000007
师范生	n	1	0.000007
失败	vi	1	0.000007
失衡	vn	1	0.000007
失误	vn	1	0.000007
失效	vi	1	0.000007
失信	vi	1	0.000007
十五日	t	1	0.000007
时代感	n	1	0.000007
时尚	n	1	0.000007
时序	n	1	0.000007
时装	n	1	0.000007
食物中毒	vl	1	0.000007
食用菌	n	1	0.000007
实地	s	1	0.000007
实地调查	vl	1	0.000007
实况	n	1	0.000007
实时	ad	1	0.000007
实习	v	1	0.000007
实效	n	1	0.000007
实用	a	1	0.000007
矢量	n	1	0.000007
使用率	n	1	0.000007
始终	n	1	0.000007
示范	vi	1	0.000007
示范性	n	1	0.000007
示意图	n	1	0.000007
事迹	n	1	0.000007
事情	n	1	0.000007
事实上	bl	1	0.000007
事先	d	1	0.000007
事业费	n	1	0.000007
适当	a	1	0.000007
适合	v	1	0.000007
适用	vi	1	0.000007
市场准入	nl	1	0.000007
市貌	n	1	0.000007
视力	n	1	0.000007
视听	n	1	0.000007
试营业	v	1	0.000007
试制	vn	1	0.000007
收缴	vn	1	0.000007
收据	n	1	0.000007
收入	v	1	0.000007
收养	v	1	0.000007
收养	vn	1	0.000007
手册	n	1	0.000007
手工	n	1	0.000007
首创	vn	1	0.000007
首日	t	1	0.000007
首选	vn	1	0.000007
守护	v	1	0.000007
寿命	n	1	0.000007
授权	vn	1	0.000007
售后服务	nl	1	0.000007
售票	vn	1	0.000007
受害者	n	1	0.000007
受惠	vi	1	0.000007
受骗	vi	1	0.000007
受托	vi	1	0.000007
受益	vn	1	0.000007
受益者	n	1	0.000007
受灾	vn	1	0.000007
输电	vn	1	0.000007
输送	v	1	0.000007
舒缓	z	1	0.000007
舒兰路	nr	1	0.000007
疏堵	n	1	0.000007
疏通	v	1	0.000007
书面	d	1	0.000007
暑假	t	1	0.000007
曙光	n	1	0.000007
属实	an	1	0.000007
属实	v	1	0.000007
属性	n	1	0.000007
束缚	vn	1	0.000007
数学	n	1	0.000007
双向	d	1	0.000007
水库	n	1	0.000007
水力	n	1	0.000007
水陆	n	1	0.000007
水面	n	1	0.000007
水上	s	1	0.000007
水污染	n	1	0.000007
水系	n	1	0.000007
水运	n	1	0.000007
水质	n	1	0.000007
税收收入	n	1	0.000007
瞬间	t	1	0.000007
说明书	n	1	0.000007
硕士	n	1	0.000007
斯大林	nrf	1	0.000007
私房	n	1	0.000007
私人	n	1	0.000007
司法局	n	1	0.000007
司机	n	1	0.000007
四川	ns	1	0.000007
四季	n	1	0.000007
四平	ns	1	0.000007
四人帮	n	1	0.000007
饲料	n	1	0.000007
松弛	a	1	0.000007
松动	a	1	0.000007
送给	v	1	0.000007
宋庆龄	nr	1	0.000007
宋依佳	nr	1	0.000007
搜集	v	1	0.000007
搜索	v	1	0.000007
苏申	nrf	1	0.000007
素养	n	1	0.000007
速率	n	1	0.000007
塑料	n	1	0.000007
宿舍	n	1	0.000007
肃反	vn	1	0.000007
算清	v	1	0.000007
随时	d	1	0.000007
孙中山	nr	1	0.000007
损坏	vn	1	0.000007
所谓	v	1	0.000007
所有者	n	1	0.000007
塔城	ns	1	0.000007
台长	n	1	0.000007
台商	n	1	0.000007
太湖	ns	1	0.000007
滩涂	n	1	0.000007
谈话	vn	1	0.000007
袒护	v	1	0.000007
碳酸	n	1	0.000007
淘汰	vn	1	0.000007
讨论	v	1	0.000007
套取	v	1	0.000007
特大	b	1	0.000007
特大型	b	1	0.000007
特困	b	1	0.000007
腾出	v	1	0.000007
梯度	n	1	0.000007
提倡	v	1	0.000007
提高	vn	1	0.000007
提价	vi	1	0.000007
提请	v	1	0.000007
提速	vn	1	0.000007
体会	vn	1	0.000007
体现	vn	1	0.000007
体性	n	1	0.000007
体验	v	1	0.000007
体验	vn	1	0.000007
体育场馆	n	1	0.000007
体育馆	n	1	0.000007
天马	nz	1	0.000007
填报	v	1	0.000007
田春华	nr	1	0.000007
挑战	vi	1	0.000007
条款	n	1	0.000007
贴息	vi	1	0.000007
贴息	vn	1	0.000007
听证会	n	1	0.000007
停车	vi	1	0.000007
停工	vi	1	0.000007
庭院	n	1	0.000007
通报	n	1	0.000007
通报	v	1	0.000007
通畅	an	1	0.000007
通车	vi	1	0.000007
通车	vn	1	0.000007
通明	z	1	0.000007
通俗	a	1	0.000007
通信	vi	1	0.000007
通信网	n	1	0.000007
通胀	v	1	0.000007
同胞	n	1	0.000007
同步	b	1	0.000007
同步	vi	1	0.000007
同步	vn	1	0.000007
同等	b	1	0.000007
同济	nz	1	0.000007
同日	d	1	0.000007
同样	d	1	0.000007
同业	n	1	0.000007
同一	b	1	0.000007
同月	d	1	0.000007
铜牌	n	1	0.000007
统管	v	1	0.000007
统计员	n	1	0.000007
投标	vn	1	0.000007
投产	vi	1	0.000007
投向	vn	1	0.000007
投资额	n	1	0.000007
头寸	n	1	0.000007
凸显	v	1	0.000007
凸现	v	1	0.000007
突破口	n	1	0.000007
图片	n	1	0.000007
图书室	n	1	0.000007
图像	n	1	0.000007
图纸	n	1	0.000007
屠光绍	nr	1	0.000007
土地局	n	1	0.000007
土改	vi	1	0.000007
团队	n	1	0.000007
团结	v	1	0.000007
团市委	n	1	0.000007
团委	n	1	0.000007
推动	vn	1	0.000007
退还	v	1	0.000007
退休费	n	1	0.000007
退役	vn	1	0.000007
拖延	v	1	0.000007
托儿所	n	1	0.000007
托管	vn	1	0.000007
脱钩	vi	1	0.000007
拓展	vn	1	0.000007
外办	n	1	0.000007
外宾	n	1	0.000007
外地人	n	1	0.000007
外国	n	1	0.000007
外国籍	n	1	0.000007
外国人	n	1	0.000007
外国语	n	1	0.000007
外环线	n	1	0.000007
外面	f	1	0.000007
外企	n	1	0.000007
外勤	n	1	0.000007
外市	n	1	0.000007
外销	vn	1	0.000007
外形	n	1	0.000007
外延	n	1	0.000007
外债	n	1	0.000007
完毕	vi	1	0.000007
完美	a	1	0.000007
完全	a	1	0.000007
完善	vn	1	0.000007
完税	vi	1	0.000007
晚报	n	1	0.000007
万安	ns	1	0.000007
万宁	ns	1	0.000007
万事	n	1	0.000007
万羽	nr	1	0.000007
网架	n	1	0.000007
网络结构	nl	1	0.000007
网页	n	1	0.000007
往返	vn	1	0.000007
往来	vn	1	0.000007
微薄	a	1	0.000007
微型	b	1	0.000007
危险品	n	1	0.000007
围栏	n	1	0.000007
为此	d	1	0.000007
为名	vi	1	0.000007
为期	vi	1	0.000007
为首	vi	1	0.000007
为由	vi	1	0.000007
潍坊	ns	1	0.000007
委派	v	1	0.000007
伪造	v	1	0.000007
尾巴	n	1	0.000007
未婚	vi	1	0.000007
位居	v	1	0.000007
位数	n	1	0.000007
慰问品	n	1	0.000007
卫生间	n	1	0.000007
卫生局	n	1	0.000007
温度	n	1	0.000007
文案	n	1	0.000007
文本	n	1	0.000007
文档	n	1	0.000007
文定	nr2	1	0.000007
文化大革命	nz	1	0.000007
文学	n	1	0.000007
稳健	a	1	0.000007
稳中有降	vl	1	0.000007
问答	vn	1	0.000007
问诊	vi	1	0.000007
卧床	vi	1	0.000007
乌鲁木齐	ns	1	0.000007
诬陷	v	1	0.000007
屋内	s	1	0.000007
无处不在	bl	1	0.000007
无害化	vn	1	0.000007
无力	vd	1	0.000007
无力	vi	1	0.000007
无量	vi	1	0.000007
无视	v	1	0.000007
无所不在	vl	1	0.000007
无线电台	nl	1	0.000007
无效	vi	1	0.000007
无业	b	1	0.000007
吴路	nr	1	0.000007
吴越	nr	1	0.000007
武器	n	1	0.000007
武装部	n	1	0.000007
五：	m	1	0.000007
五分	t	1	0.000007
五个一工程	nz	1	0.000007
五十	m	1	0.000007
舞蹈	n	1	0.000007
舞台	n	1	0.000007
物料	n	1	0.000007
物品	n	1	0.000007
误解	n	1	0.000007
西安	ns	1	0.000007
西餐厅	n	1	0.000007
西邻	nr2	1	0.000007
西南	s	1	0.000007
西源	nr2	1	0.000007
吸纳	v	1	0.000007
吸引力	n	1	0.000007
稀有	a	1	0.000007
溪北路	nr	1	0.000007
席位	n	1	0.000007
喜事	n	1	0.000007
洗衣机	n	1	0.000007
系列	n	1	0.000007
系统	a	1	0.000007
系统化	vd	1	0.000007
戏曲	n	1	0.000007
下放	v	1	0.000007
下来	vf	1	0.000007
下属	vn	1	0.000007
下水道	n	1	0.000007
下辖	v	1	0.000007
下乡	vi	1	0.000007
先导	n	1	0.000007
先生	n	1	0.000007
显著	a	1	0.000007
险种	n	1	0.000007
现房	n	1	0.000007
现价	n	1	0.000007
现阶段	t	1	0.000007
现役	b	1	0.000007
现有	v	1	0.000007
现状	n	1	0.000007
献血	vi	1	0.000007
县城	n	1	0.000007
县志	n	1	0.000007
限定	vn	1	0.000007
限期	vd	1	0.000007
限制	v	1	0.000007
相差	v	1	0.000007
相隔	v	1	0.000007
相关	b	1	0.000007
相邻	vi	1	0.000007
想到	v	1	0.000007
响应	v	1	0.000007
享有	v	1	0.000007
销毁	v	1	0.000007
销量	n	1	0.000007
消费量	n	1	0.000007
消耗	v	1	0.000007
消耗	vn	1	0.000007
消化	vn	1	0.000007
小产	v	1	0.000007
小车	n	1	0.000007
小幅	d	1	0.000007
小孩子	n	1	0.000007
小户	n	1	0.000007
小康	n	1	0.000007
小年	t	1	0.000007
小事	n	1	0.000007
小型	b	1	0.000007
小型机	n	1	0.000007
小雨	n	1	0.000007
校办	b	1	0.000007
校长	n	1	0.000007
校门	n	1	0.000007
校外	s	1	0.000007
校验	v	1	0.000007
校友	n	1	0.000007
歇业	vi	1	0.000007
协调员	n	1	0.000007
协定	n	1	0.000007
协和	nz	1	0.000007
协商	v	1	0.000007
协商	vd	1	0.000007
协作	vi	1	0.000007
协作网	n	1	0.000007
写道	v	1	0.000007
写信	vi	1	0.000007
薪水	n	1	0.000007
新版	b	1	0.000007
新城	ns	1	0.000007
新机制	n	1	0.000007
新款	b	1	0.000007
新民	nz	1	0.000007
新人	n	1	0.000007
新生	n	1	0.000007
新药	n	1	0.000007
心中	s	1	0.000007
信号	n	1	0.000007
信托	b	1	0.000007
信息库	n	1	0.000007
信息网	n	1	0.000007
信用卡	n	1	0.000007
信誉	n	1	0.000007
型号	n	1	0.000007
形态	n	1	0.000007
行道树	n	1	0.000007
行动	vi	1	0.000007
行列	n	1	0.000007
行政	v	1	0.000007
行政村	n	1	0.000007
行政区	n	1	0.000007
行政诉讼	nl	1	0.000007
性子	n	1	0.000007
兄弟	n	1	0.000007
修改	v	1	0.000007
修剪	vn	1	0.000007
修缮	v	1	0.000007
修造	v	1	0.000007
修整	v	1	0.000007
虚报	v	1	0.000007
虚拟	v	1	0.000007
徐虹	nr	1	0.000007
徐家汇	ns	1	0.000007
徐闵路	nr	1	0.000007
序号	n	1	0.000007
序幕	n	1	0.000007
续订	v	1	0.000007
续志	nr2	1	0.000007
宣传周	n	1	0.000007
宣告	v	1	0.000007
悬挂	v	1	0.000007
选定	v	1	0.000007
选举	vn	1	0.000007
选聘	v	1	0.000007
选聘	vn	1	0.000007
选取	v	1	0.000007
学府	n	1	0.000007
学士	n	1	0.000007
学术	n	1	0.000007
学业	n	1	0.000007
学杂费	n	1	0.000007
学者	n	1	0.000007
雪野	n	1	0.000007
循环	vd	1	0.000007
循环	vn	1	0.000007
寻常	a	1	0.000007
巡视	v	1	0.000007
压缩机	n	1	0.000007
压延	v	1	0.000007
亚太	b	1	0.000007
盐城	ns	1	0.000007
严格	v	1	0.000007
严厉	ad	1	0.000007
严肃性	n	1	0.000007
严重	ad	1	0.000007
研究生班	n	1	0.000007
研究室	n	1	0.000007
研究所	n	1	0.000007
研讨会	n	1	0.000007
延缓	v	1	0.000007
延期	vn	1	0.000007
延伸	vd	1	0.000007
衍生	vi	1	0.000007
衍生	vn	1	0.000007
演进	vi	1	0.000007
演练	vn	1	0.000007
演示	vn	1	0.000007
宴会厅	n	1	0.000007
验票	v	1	0.000007
杨北路	nr	1	0.000007
杨树浦	nr	1	0.000007
氧化	vn	1	0.000007
养护	v	1	0.000007
养老院	n	1	0.000007
样机	n	1	0.000007
样品	n	1	0.000007
药剂	n	1	0.000007
药业	n	1	0.000007
要点	n	1	0.000007
要闻	n	1	0.000007
耀华	nz	1	0.000007
耀威	nr2	1	0.000007
冶炼	vn	1	0.000007
页面	n	1	0.000007
业内人士	n	1	0.000007
叶城	ns	1	0.000007
液晶	n	1	0.000007
一：	m	1	0.000007
一般	uyy	1	0.000007
一并	d	1	0.000007
一部分	m	1	0.000007
一定	d	1	0.000007
一番	mq	1	0.000007
一律	d	1	0.000007
一期	b	1	0.000007
一如既往	vl	1	0.000007
一三年	t	1	0.000007
一四年	t	1	0.000007
一条龙	n	1	0.000007
一同	d	1	0.000007
一向	d	1	0.000007
一致	ad	1	0.000007
医科	n	1	0.000007
医生	n	1	0.000007
医务	b	1	0.000007
医学	n	1	0.000007
医药费	n	1	0.000007
医治	v	1	0.000007
依托	vn	1	0.000007
依照	p	1	0.000007
依照	v	1	0.000007
衣服	n	1	0.000007
移交	vn	1	0.000007
移送	v	1	0.000007
仪器	n	1	0.000007
疑惑	vn	1	0.000007
宜山	ns	1	0.000007
乙烯	n	1	0.000007
以此	d	1	0.000007
以东	f	1	0.000007
以南	f	1	0.000007
以往	t	1	0.000007
艺术家	n	1	0.000007
逸仙	nr2	1	0.000007
疫情	n	1	0.000007
意大利	nsf	1	0.000007
意外	a	1	0.000007
意味着	v	1	0.000007
义士	n	1	0.000007
义务	d	1	0.000007
议事	vn	1	0.000007
异化	vn	1	0.000007
因故	d	1	0.000007
因为	c	1	0.000007
音乐节	n	1	0.000007
音量	n	1	0.000007
音响	n	1	0.000007
音像	n	1	0.000007
银河	n	1	0.000007
银牌	n	1	0.000007
银山路	nr	1	0.000007
银行法	n	1	0.000007
银行业	n	1	0.000007
引发	v	1	0.000007
引进	vn	1	0.000007
引起	v	1	0.000007
引种	vi	1	0.000007
隐形	b	1	0.000007
印花税	n	1	0.000007
印章	n	1	0.000007
印制	v	1	0.000007
英寸	q	1	0.000007
英雄	n	1	0.000007
英语	nz	1	0.000007
婴儿	n	1	0.000007
婴幼儿	n	1	0.000007
应付	v	1	0.000007
应该	v	1	0.000007
应急	vd	1	0.000007
应诉	v	1	0.000007
营建	v	1	0.000007
营养	n	1	0.000007
营业额	n	1	0.000007
营业厅	n	1	0.000007
迎宾	vi	1	0.000007
迎接	v	1	0.000007
迎来	v	1	0.000007
赢得	v	1	0.000007
盈利	vi	1	0.000007
影城	n	1	0.000007
影院	n	1	0.000007
拥有率	n	1	0.000007
永不	d	1	0.000007
永久性	n	1	0.000007
永乐	nz	1	0.000007
用电	n	1	0.000007
用工	vn	1	0.000007
用户数	n	1	0.000007
用具	n	1	0.000007
用量	n	1	0.000007
优点	n	1	0.000007
优抚	vn	1	0.000007
优异	a	1	0.000007
由衷	d	1	0.000007
邮编	n	1	0.000007
邮箱	n	1	0.000007
油气	n	1	0.000007
游轮	n	1	0.000007
游戏	n	1	0.000007
游泳馆	n	1	0.000007
